1	Advertisers grew leery because of Mr. Downey's erratic behavior on and off camera, including his apparently spurious report of a confrontation with a group of skinheads in a restroom at the San Francisco airport.
2	''Had I been consulted I would have urged very strongly that the National Endowment not withdraw its sponsorship on the basis of criticism against me personally,'' the Cardinal said.
2	Or at a bus stop without fear of sunstroke.
2	The next day he went to a party peopled by year-round Aspen residents.
1	Alas, small real savings don't seem to interest the Pentagon as much as big gimmicks, like the $2.9 billion that it will ''save'' next year on its payroll.
2	So what could be wrong with such parental solicitude?
2	Most people seem to wear running shoes, uncovered.
1	He and other Lambda pledges were put in a room and encouraged to drink themselves sick.
2	The Indiana Senator has become the first male politician to be widely described as a blue-eyed blond.
2	While finance ministers struggle to coordinate fiscal and trade policies, let the ministers of fashion take a similarly activist role to keep hemlines high.
2	In New York, he's used to finding pennies.
2	Even so, such rich contrasts combine too seldom with so much harmony.
2	At the Antic parade, a gay and lesbian marching band preceded a black karate group.
2	Some 35 of them are stored in the stretch of your Achilles' tendon, and another 17 in the elastic parts of the arch of your foot.
3	Representative Bob Walker has a worthy pet cause.
2	They are in the National Archives annex in Alexandria, Va., reachable by shuttle bus from the Archives building in Washington.
2	The Deux Chevaux factory in the Paris suburbs has closed.
2	Well, let's walk up the other side of the street on the way home.
2	Ask New Yorkers which of their possessions they dread losing most, and the common answer will be, ''My keys.''
2	The city might well require Queens-based Parkview Associates, the builder, to spend the equivalent of the demolition expense (at least $2.5 million) to subsidize low- and moderate-rent housing in the neighborhood.
2	But he says it's the voters' decision.
3	For turning a wasteland into an oasis, praise - and many apples - are in order.
2	Its new owner, Donald Trump, aims to make the place even fancier, so the rates will probably get fancier, too.
2	Some have chosen to give their money to their offspring, who now support them.
2	A man known as a rake might have trouble becoming President or even just plain Secretary of Defense, but he'd be seen as having panache.
2	The Canadian member of the international committee told The Toronto Globe and Mail that the Olympic overlords ruled some time ago that regular beer and wine were not alcoholic beverages.
2	In stores like Galeries Lafayette she was waited on first -no matter how many people were ahead of her.
2	The traveler leaves New York on, say, a Wednesday, using the first part of one round trip ticket, and returns Thursday using the first part of the second ticket.
2	Swathe the turnstile in foam rubber?
2	That has prompted businesses to lobby Congress for relief.
1	''I need to get to the hospital,'' she exclaimed as she caught up to the taxi thief.
2	At the beginning its growth was astonishing, almost vulgar, but not recently.
2	There's un cafe, of course, and un grand and un demi.
1	According to the Child Welfare League of America, about 70,000 children and youths will die this year.
3	He created the Campaign for Human Development, an annual fund-raising drive for the poor.
2	Public financing of Congressional campaigns would be a wonderfully welcome reform but this kind of subsidy amounts to public financing only for incumbents.
3	That's the ultimate lesson Mr. Fernandez hopes to teach.
2	Though a beginning skier, he's a veteran New Yorker who has driven home from the Hamptons on summer weekends, shopped at Zabar's on Saturday and traveled the Long Island Rail Road at rush hour.
3	I like doin' horseshoes, so I might arrange to put a horseshoe pit in out there.''
3	A Plaza suite for less than $700.
3	It's a welcome surprise, therefore, three years after Soviet soldiers in East Germany killed a U.S. Army officer, to hear the Soviet Defense Minister expressing regrets.
2	His key advantage was undoubtedly money.
3	The performance of Col. Gregorio Honasan, a leader of the latest attempted coup against the Aquino Government in the Philippines, lends critical mass to a proposal that could go a long way toward stabilizing world affairs.
1	There may be fewer smokers but they seem to leave ever more cigarette butts behind.
2	It's Proust that's the three-seasons job; television can be taken care of in this one.
2	Jane Brody, The Times's personal-health columnist, reports that scientists at the Federal Environmental Protection Agency have discovered that, along with their fine mist, the ultrasonic machines spew tiny mineral particles and pieces of microorganisms.
2	We hear of his travels all over the Soviet Union and see pictures of his many trips abroad.
2	So we thought we'd explain.
2	It's a leisure shoe, for whose parts an imaginative designer has found names with a high-tech, pseudo-military ring.
2	Shamelessly, Mr. Jakes now seeks to prove his point.
3	Mr. Weintraub is a distinguished landscape architect eminently qualified to assist the commission in the next important stage of its development: managing existing landmarks.
3	The pier, decorated for the ''Kyoto Cameras Promotional Cruise,'' offered a big surprise.
2	The high-beam headlights in the rear view mirror would be blinding except that there is a no-glare position.
2	Funny thing is, few of those broken bumbershoots have been discarded.
2	New York City Comptroller Harrison Goldin acknowledged that he called friends about stock ownership in an investment partnership controlled by Ivan Boesky.
2	Tort law seeks to provide reimbursement to members of society who suffer losses because of the dangerous or unreasonable conduct of others.
2	Transom, like ice box, Victrola and one-armed paperhanger, will live as long as it remains fixed in the memory and mouths of the passing generations.
1	Randall Dale Adams once came within a week of execution for murdering a Dallas police officer.
1	But even New York doesn't cover labs in doctors' offices, where much testing takes place.
2	Reducing damages would reduce deterrence.
1	And the benefits derived from pleasing steel importers could hardly be worth the damage to the Administration's relations with Congress.
3	Now those often-overlooked items, and the locks they fit, can be found in abundance at the Cooper-Hewitt Museum, in an engaging exhibit of security devices from antiquity to the present.
2	Scientists making new studies of ancient minerals believe that the earth's next Ice Age, which has been scheduled to deep-freeze much of the North within a few centuries, may not come for another 10,000 years.
2	New Yorkers have a right to expect all streets to be cleaned regularly.
2	Christmas carol trends could suggest as much, at least, as do hemlines.
2	That's not the way Ronald Reagan saw it.
2	Some New Yorkers could get used to it.
2	The late Adm. Hyman Rickover, the nuclear Navy pioneer, observed that ''fish don't vote.''
2	The doors close.
2	In any case, adoption is only a partial solution.
2	Two made no effort to help, but at last, Judge Moore took an interest, made a personal call to managers of a drug treatment program and persuaded them to take Mr. Vega.
1	They were subjected to beatings on the soles of the feet and electric shocks.''
1	The American College of Pathologists says that 1 of every 10 hospital labs falls below an acceptable level of accuracy for platelet counts, which detect leukemia and bone marrow abnormalities.
2	If there's a daylight moment during their stay when at least 2,000 pairs of eyes aren't beamed on them, we'll be very surprised.
1	Considering how Mr. Ceaucescu crushes his people at home, there's no reason for Americans to join in.
1	Arguments among the drivers over who should get the towing business afflicts accident victims with a hassle they don't need.
3	Sing another ''Happy Birthday'' to Irving Berlin.
2	Consider his predecessors.
1	In Maine, researchers found that youths who smoke are six times more likely to die than non-smokers.
1	The building, a nondescript high-rise, had a novelty store on its ground floor, a coat of grime on its bricks and a few scraggly trees out front.
1	Dan Quayle has made so many quotable bloopers in his brief time as Vice President that he gets tagged even for things he didn't say.
2	A Long Island woman belatedly showing up to register her household for the community pool found herself looking at an application form that wanted to know who else would be swimming.
2	There is no inherent conflict between security and good architecture.
1	Never mind the new taxes and cuts in basic services forced by New York State's deficit.
2	It was the chic of it, too.
2	Many states levy such a tax but none collect much.
3	And, according to an article in The Times, some bring cleaner air as well.
3	To the Editor: Edward Gordon (letter, June 12) is surely correct that schoolchildren should be required to use seat belts on school buses equipped with them.
2	Then, at least, voters will be able to see for themselves who's filling the truck.
2	It is possible to rig one's withholding for a refund under the new law, but not without telling the boss what to take from each paycheck.
1	Mr. Reagan apparently confused nitrous oxide, which comes from decaying plants and isn't harmful, with nitrogen oxides, which are serious pollutants.
0	Her two previous pregnancies ended sadly.
2	Yet Assemblyman Herman Farrell of Manhattan, Assemblyman George Friedman of the Bronx, Representative Thomas Manton of Queens and Borough President Howard Golden of Brooklyn all continue to serve as Democratic Party leaders.
2	Yet if there is evidence that P.L.O.
1	The result is inevitable: car lynching.
2	It has been 27 years since New York has known so cool a summer, 27 years since a light blanket felt good on an August night.
3	Governor Roemer prudently exercised his own judgment.
2	No indeed, it may be plain or onion, egg, poppyseed, cinnamon and raisin, salted like a giant pretzel, or even pumpernickel.
2	Burying a 40-ton whale is no cinch.
2	The Wright flyer, the Spirit of St. Louis and Mariner II might never have become airborne without dusky sparrows and their kind.
3	It also offers falafel, calamari, sushi, cannoli, quiche, cheesecake, tempura, sausage, scungilli, yogurt on a stick, popcorn in a bucket, meatballs on a roll and all manner of things delicate and indelicate.
1	If readily identifiable commercials are ''insulting to a paying audience'' - a Disney executive's words - are covert commercials any less so?
1	When Mr. Fried taught law at Harvard he frequently spoke with open contempt for modern Supreme Court doctrines.
1	Bicyclists claim that the road is so lightly used that the commission's fears are unreasonable.
2	It is our responsibility to help before it is too late.
2	The latest case is that of Representative Charles Schumer of Brooklyn, normally a sensible fellow.
2	TV personalities often broadcast live from the scene.
2	Anyone who went out to lunch in New York yesterday knows it's time to haul out the words, as well as the clothing, of winter.
2	Others unlock memories, in a diary or jewel chest.
2	The National Endowment for the Arts's temporary withdrawal of funds for a show focused on AIDS produced a flurry of words - none more sensible than from the object of criticism in the show's catalogue.
2	They can call them a banana as long as it produces results.''
2	Most Americans have now calculated their 1986 taxes, but many have not yet calculated how much 1987 tax should be withheld from their pay.
0	Since 1981, the poor woman who wants to end a pregnancy incurred through rape or incest has found no help in the Federal Government.
2	For millions of Americans, today is the day the San Francisco 49ers and the Cincinnati Bengals meet in the Superbowl.
2	Then perhaps the Vietnam Unknown Soldier site at Arlington National Cemetery could be transformed into a ''shrine of the missing.''
2	Think what 4,478 of those would add up to.
1	The indictments are a warning to the city's 803 school bus operators, and to the state's transportation agency, which oversees the biannual bus safety checks.
2	Is she a land-based structure - like the River Cafe - or is she a ship?
2	But through April and well into May, the drizzly, chilly days stopped it, like a frame frozen in a movie.
3	Last fall the House and Senate unanimously approved a measure to protect Federal whistle-blowers -workers who expose fraud or abuse in their agencies.
0	Then, a far different Germany exported words of horror, like Kristallnacht, the window-shattering rioting against Jews in November 1938, and Blitzkrieg for Hitler's lightning-like attacks against one country after another.
3	The proposal drew vocal support from about 40 people at a meeting of the town's Public Safety Commission last week.
2	Not Mr. Bush.
2	Mr. Gingrich, the quarrelsome House minority whip, beat back the anti-incumbent campaign waged by his G.O.P.
2	All vanished and left no trace.
2	In the last four days, eyes glued to the sidewalks of New York led to five strikes: three pennies, a quarter and a $1 subway token.
2	Nor can anyone write off a government's concern with the security of its borders or with flight regulations.
2	There was one Volvo, one Olds and one Buick, but 15 Chevy Cavaliers and a dozen others of lesser standing.
3	There is certainly room for Federal funding for art that is diverse and avant-garde and does not appeal to mainstream tastes.
2	They watch all of us who speak out today in favor of renewing our society, those of us whose souls still live and who feel pain.
3	Before the footlights, she was a comic genius who could do more with a raised eyebrow than any clown could do with a face full of paint.
1	These may be irrationalities but they have consequences.
2	Sidewalk grates and subway entrances are shrouded in plastic.
1	The poor carriage horses cannot.
2	Another 64 ships are headed for the deep with salvageable equipment, gear and materials - even some gold and silver - worth $40 million, he estimates.
1	Without bringing to light all the details - many of them hitherto concealed -of the Soviet state's 70-year history, we have no guarantee against making the same errors in the future.''
3	Northern California is a place of singular beauty -and singular selflessness.
1	Among the many sins that come with summer - sunburn, sleeplessness, stringy hair, shirts soaked by the time you get to work - city dwellers often forget the bite.
3	If there's anything good to be said about day after day of June rain, it's that the reservoirs, those famous drought-stricken reservoirs, are within spitting distance of 101 percent capacity.
3	One of the great lessons of this century is the extent to which language controls our thoughts and emotions.
2	If they have children, they put it toward college educations.
3	The reason for supporting this sensible proposal is as clear, and vital, as the water that flows out of the tap.
2	But it's a sure bet that the owner of 088 FC, a Mercury Lynx, would at least be ordered to remove his bumper sticker, which reads: ''I MAY BE SLOW BUT I'M AHEAD OF YOU.''
1	The road, however, is barely two lanes wide and full of curves, and despite repeated requests from bicycling groups, the commission considers it unsafe for simultaneous use by autos and bikes.
2	The key provision of the so-called ''motor-voter'' bill would have required states to allow people to register when they apply for or renew a driver's license.
1	Yet he got away with it.
1	They accuse the stamp's authors of fostering scientific illiteracy, and want the stamps recalled.
2	After listing pro's and con's, he says: ''Where I find two, one on each side, that seem equal, I strike both.
3	Thanks to Senator Frank Lautenberg of New Jersey, a former two-pack-a-day man, millions of plane passengers may soon be breathing a lot easier.
1	That not only underestimates the intelligence of consumers but the ingenuity of packagers, who surely could explain the problem on cranberry juice labels in a way that would serve both sales and the truth.
2	J. Burke Knapp, retired chairman of the bank's loan committee, recalls that when the earliest loans were made, the bank wasn't sure it would ever see the money again.
1	Such membership ''conflicts with the appearance of impartiality,'' it says.
2	That comes out to about 22 signatures per penny.
2	Mr. Reagan appointed him as a top arms negotiator, prizing his resistance to seeking agreement for agreement's sake.
1	The fund's disturbing findings send a timely message to City Hall, now preparing a master plan for construction and renovation of courthouses: Don't shortchange Family Court.
2	The top-hatted gentleman carries a pair of binoculars of the sort one might take to the races - or use to read the tiny warning type.
1	In fiscal 1988 the Buildings Department received more than 4,000 citizen complaints of construction without a permit.
2	In one slightly more hospitable gesture, the board does allow that visitors may ''complain if you have just cause.''
2	Whatever their tongues tell, the truth remains in their eyes.
2	But the Comptroller asserted through a spokesman that he had ''no personal money invested'' with the convicted inside trader.
2	Forget alfalfa sprouts.
3	He deserves respect for his courage in vetoing the bill in the intimidating climate created by anti-abortion politicians.
2	For some of them it is also the day that their supermarket amaryllis should bloom.
2	Instead, they're all over town, still in business.
2	One particular stop stretched into minutes.
1	Unfortunately, New York's school bus safety laws place the cart before the horse.
2	The purpose, Mr. Dole says, is ''to strengthen the defenses of this country against the real, physical threat that the P.L.O. represents.''
2	The instinct was to help.
1	Silly, they think, to feel sentimental about those rundown places, with their peeling paint, lumpy seats and threadbare curtains.
2	Thus the ''international foot,'' .3048 of a meter.
2	Everybody was several paces into a dash across the street.
2	Since 1984 the city has sunk millions into new trees, plants, paths and a strong police presence.
1	But instead of seeking new operators, Mr. Gunn, on a misdirected crusade against station ''clutter,'' established design standards that discouraged prospective dealers.
3	It is that she made readers care about a thousand dusty yesterdays.
1	Shannon's father, Kevin, owes the I.R.S. more than $1,000, and his Social Security number is on her account.
2	City of Corpus Christi.
2	The newly appointed Federal ''drug czar'' sits at his desk, putting the finishing touches on a new strategy to stop traffic in addictive substances that can threaten health and life itself.
2	Schools are trying to provide more services with less money.
1	The law is a breeding ground for gross exaggerations.
2	Threatened with legislation to require alcohol-free ''family sections,'' stadium operators promise tougher controls on drinking in the stands.
2	That loophole has now been closed by the International Whaling Commission.
3	However, by cultivating other crops instead of tobacco, they would help to reduce tobacco-related mortalities.
2	Who, she asked herself, would bother to fake a Shaker rug?
2	All that remains now is for The Times to offer heartfelt thanks to all who have shown how much they care, and to underscore one vital point: while the official drive has ended, the need continues.
1	He was sentenced to death last Saturday by a Baghdad Revolutionary Court after he visited a military complex south of the capital.
3	It's that same handiness that has made Bic's pens and razors best sellers, too.
1	For tens of thousands of Manhattan-bound New Jersey commuters, morning rush hour usually means a slow crawl under the Hudson.
3	Now Citibank has decided to abandon its policy -and a good thing, too.
3	The House budgeted $44.5 million for mass mailings for the fiscal year that began last October, far more reasonable than the astonishing $77.9 million spent in 1988.
2	The sandpiper's record was reported recently by the Manomet Bird Observatory near Plymouth.
2	The Gramm-Rudman-Hollings budget law says that the deficit in fiscal 1990, which began Oct. 1, can't exceed $110 billion.
2	She will have no further role in the inquiry.
2	Don't stand too far aside to let people off - you'll miss the seat.
3	By halting the purchase of plastic foam cups, plates and other products by New York City agencies, Mayor Koch sets a welcome example.
2	The results ought to inspire members of Congress still stalling similar Federal measures.
2	Scatter your dollars while you may is, it seems, the American way.
2	All just waiting for a shower of Escape, or Boss or Obsession.
2	Can't the tram be developed, for instance, as a tourist attraction during the day?
2	We'll take one, and share.
2	They did, and were told that the judge had to stay with a complex case that might drag into Friday.
2	The pupils in Mary Craven's class point out that New York is the nation's second-largest apple-producing state and that the apple is the state's official fruit.
2	But think of it as national security.
3	The University of New Hampshire is cracking down on student drinking, and rightly so.
2	Americans worried about losing out to Japan can take heart.
2	But the film maker Errol Morris's 1988 documentary, ''The Thin Blue Line,'' exposes more extensive flaws in the Adams trial.
2	Few of this year's vacancies are seriously contested in the all but decisive Democratic primaries.
1	As the most conservative Democrat in the Senate, Richard Shelby had already embarrassed Vice President Al Gore on television with his refusal to support the Clinton economic plan, so his desertion to the ictorious Republicans this week was hardly a huge surprise.
2	Warner Brothers has now followed suit.
2	In 1965 there were 233; by 1987 the number had dropped to 102.
2	When Sandra drank her nightly brandy, the fan shuddered.
3	As the bus inched its way in traffic across the overpass and toward the Midtown Tunnel, the New Yorker proudly pointed out the Empire State Building and the World Trade Center towers.
2	Now state Supreme Court Justice Bertram Katz orders J.H.S. 123 to open on time next Monday.
2	The other possibility arises from the fact that skiers' noses run.
1	There were times when Mr. Susskind's conversational reach exceeded his intellectual grasp; he could be long-winded to the point of self-parody.
2	The two heads will call on Mr. Bush together but don't want to be called "two-headed."
1	More accidents often result: city officials count 1,200 collisions over the last three years that produced 800 injuries and 7 deaths as a result of tow-truck speeding.
3	Senator Carl Levin, Democrat of Michigan, and Attorney General Dick Thornburgh, who advised Mr. Reagan on his veto, deserve praise for working out compromise language that vindicates the public stake in encouraging honest workers to step forward.
2	New York has a short memory and the incision will probably be forgotten as soon as it's closed.
2	But if Cardinal O'Connor's views on the AIDS plague provoke dissent, few would quarrel with his defense of free speech.
1	An alternate route proposed by the Iroquois Gas Company and wrongly approved by New York's Public Service Commission would have crossed a county road two extra times, taken the pipeline through the yards of seven homes and added significantly to the cost.
1	When National Football League players finally capitulated after a 24-day strike this fall, team owners couldn't resist rubbing salt into their wounds.
3	We want you to have a very good time in this museum that we are very proudful of.''
1	Their yuccas look leggy, and their African violets refuse to flower.
2	Hampers, not Pampers.
2	Better yet, there's more of it than ever, growing up between the cracks in the sidewalks.
2	The House added another requirement, sponsored by Representative Sidney Yates.
2	The New York City police have put a new spin on an old parental dictum: Be nice to those you meet because you never know who they might turn out to be.
1	In other words, Texas, unlike other states, gives no weight to the idea of mercy because of mental retardation or anything else.
2	Federal Election Commission filings show that through mid-October, special interest political action committees shoveled a record $125 million into this year's Congressional campaigns.
2	If Officer McDonald had taken this opportunity to express anger, it would have been understandable - but not nearly as meaningful as words he actually voiced, again through his wife.
3	There is a witty, colorful, nearly absurd group of three designer-clad women with a dog and a child by Marisol.
2	But an apolitical past and a longshot peace mission aren't necessarily incompatible.
2	If a man named Jimmy Anderson signifies the norm, however, it is not the British way.
2	That's enough to fly away on vacation.
1	To the Editor: United States opposition to construction of nuclear reactors in Iran cannot be justified on the basis of nonproliferation.
1	To the Editor: In calling attention to the political economy of immortality, Jerome Groopman (Op-Ed, Dec. 20) raises a warning worth heeding for anyone concerned about the growing disparities between rich and poor.
3	That the French are making an effort to kick a habit that takes 54,000 or so French lives every year is cause for celebration.
2	Still, the F.T.C. is on firm ground.
3	The United Nations Children's Fund has a better idea.
2	It's the New York City Sanitation Department's newest weapon against parking violators.
3	On reflection, he was amused at his lack of irritation.
2	Only as he drove off did he notice that one of the quarters he'd received in change was Canadian.
1	As an adult, he was imprisoned for auto theft.
2	They have to hope it's open.
1	Our inability to provide additional aid should not preclude standee elimination, but that is what the Senate is doing.
1	Drive recently, killing a driver, was the latest reminder that too many of the city's bridges urgently need repairs.
2	Would the team be No. 1 every year with some Japanese rigor in its regimen?
1	The Association of the Bar of the City of New York and now the American Bar Association have recognized this serious shortcoming of the United Nations.
1	It's no excuse in any case.
2	If they said ''yes,'' thus signaling they'd been overcharged, they were told that ''the van has already left'' and were directed to an East River pier.
3	What even greater joy to face a utilities bill without wincing.
3	Meanwhile, a welcome message reverberates: companies making health claims must disclose both good news and bad.
1	Faced with a rising caseload, the court has resorted to holding hearings in makeshift courtrooms the size of broom closets, the study notes.
2	The boys have been plagued with head colds so the parents bought each an ultrasonic humidifier.
1	And all those Americans uneasy about his patrician and preppy ways are unlikely to be reassured because he didn't go to Harvard.
2	It was the prospect of zucchini.
1	On the whole, however, few find the ardent toadfish funny.
1	It is literally correct, yet conveniently leaves most people in the dark.
4	Fertile, colorful, exuberant, the city is paradise.
2	Hula-Hoops are back.
2	Second, it has not spawned a new array of copycat logos.
1	Who says state lotteries are harmless fun?
2	Rhode Island, Seattle and Suffolk County in New York are weighing similar steps.
1	Instead of sending a chill down the spine, it drives a hot word into the ground.
3	Many of the paintings - the baby asleep in the red chair, say, and Edward Hicks's ''Peaceable Kingdom'' -are old friends by now.
3	Nothing but wood smoke, the viewer imagines, ever smudged the pellucid air over these small farms, and the roads seem to stretch to infinity.
2	Sheriff Joe Arpaio has clearly mastered Gingrichian rhetoric.
2	Especially if 3 o'clock finds us far from our beds?
2	Will it be French, American or Italian roast?
1	Mr. Truitt's right to be heard on the subject stems in part from his shabby treatment by Navy investigators, who leaked suspicions that he, too, had a motive to cause the blast.
1	Iceland also may be headed for a confrontation with the U.S. unless the new Government in Reykjavik abandons its research whaling program.
1	He seemed distressed enough to warrant asking what the problem was.
2	After rethinking the matter, Mr. Brooks excised his remarks from that day's Record.
2	It's astonishing, therefore, to learn that last spring the same Mr. Goldin picked up his telephone and urged friends to put their money in the investment company of Ivan Boesky, whom the Comptroller said he met ''on the boards of Jewish charities.''
3	But democracy also scored as the reform wing of the Peronist opposition clearly triumphed.
2	Women's studies, after all, began with a similar complaint: that the standard college curriculum was men's studies in disguise.
2	House Republicans opposed the amendment hoping to create an issue for G.O.P.
2	The Dodge driver is attached to the Soviet Mission to the United Nations.
3	Granted, New York's natural weather had been relentlessly springlike this winter.
3	The measure, sponsored by Representative Henry Waxman, would require uniform listing of saturated fat, cholesterol and fiber on almost all packaged foods, a big advance.
3	As director of Washington's Community for Creative Non-Violence, he engaged in a 51-day fast in 1984, finally persuading President Reagan to turn over an abandoned Federal building for use as a homeless shelter.
2	Contributions and bequests from here on will be credited to the 79th appeal, which begins next December.
1	The Postal Service estimates that the House will spend an astounding $79 million on constituent mailings this year - overspending its allowance by about $40 million.
1	''It doesn't express 'hero,' '' she said, ''it expresses 'anti-hero.'
2	And they saw them as few were able to again.
2	On a crowded bus from the airport into Manhattan, the driver picked up his microphone and addressed his captive audience.
2	We'll take one frozen custard, and share.
2	Mr. Bush grew up in a nine-bedroom Victorian in Greenwich, Conn., the son of a millionaire investment banker and U.S. Senator.
1	A middle-aged man, on hearing recently that Sammy Davis Jr. was near death, remarked, ''I can't imagine a world without Sammy Davis in it.''
3	There might be less speed and power, but more rhythm and grace.
2	or in the simple declarative ("I've decided I'm a non-breeder.")
1	But they didn't pick up trees fast enough.
2	Government budget time means budget language time.
1	Mr. Tarshis resigned in May following allegations that he accepted a Cadillac from the Queens-Steinway Bus Company, a line with a notorious performance record.
1	Now Moscow offers a dose of hard reality: a sentence of four years in a labor camp.
3	It's money well spent, he said.
2	Brought before judges, he pleaded for treatment.
3	He added, ''You're the kind he's looking for - under 30, beautiful and blonde.''
